product_id,ingredient_name,therapeutic_class
d5af966c,Citicoline,Beta-blocker
ffc7e811,Tramadol,Antifungal
ffc76de3,Domperidone,antacid
96ed734c,Metformin,antidiabetic
3db01dc7,Levosulpiride,antacid
bf87b992,Azelastine,Antifungal
6f6db6fc,Risperidone,Antifungal
b5c5786e,Caffeine,antihistamine
579a992f,Bromhexine,Antiviral
296c0696,Metoclopramide,Anxiolytic
bf6f87dd,Tadalafil,Antiviral
c9acac8b,Etoricoxib,Beta-blocker
6df0c52c,Teneligliptin,Antifungal
b4cf4ae1,Clopidogrel,Antiviral
bd218eb5,Aceclofenac,analgesic
121dacb3,Paracetamol,analgesic
83a50cc1,Diclofenac,analgesic
9717a0c9,Choline Salicylate,Beta-blocker
feb6a373,Flunarizine,Anxiolytic
915cfc71,Methylprednisolone,corticosteroid
07e3c609,Citalopram,Anxiolytic
c83ef466,Paracetamol,analgesic
ce9aa140,Ondansetron,Beta-blocker
fd8aaa8b,Domperidone,antacid
5543ba75,Diphtheria Toxoid,Antiviral
7f5852df,Ondansetron,Beta-blocker
a120b762,Levocetirizine,antihistamine
04c9bb50,Bromhexine,Anxiolytic
3693f9e4,Terbinafine,Beta-blocker
f6215001,Amoxycillin,antibiotic
c27cf720,Ketoconazole,Antifungal
80e8659a,Amoxycillin,antibiotic
4c9a5956,Abiraterone Acetate,Beta-blocker
9605e9c2,Calcitriol,Antifungal
35c2c5fe,Clindamycin,Antiviral
c91bfb50,Colistin Sulphate,Anxiolytic
af9bb968,Orlistat,Anxiolytic
8d2d2507,Phenylpropanolamine,antihistamine
05097ae2,Levosulpiride,Beta-blocker
10f59f6b,Tacrolimus,Antiviral
9eb20cdc,Atropine,Anxiolytic
19939980,Glimepiride,antidiabetic
8015916d,Pramipexole,Antiviral
415cbde1,Nitrazepam,Antiviral
2c3ac779,Oxcarbazepine,Beta-blocker
acf5f97e,Azathioprine,Anxiolytic
ee28166b,Racecadotril,Anxiolytic
4da7e2fa,Ambroxol,Beta-blocker
5ffcc8d4,Aceclofenac,analgesic
6d751eb3,Paracetamol,analgesic
88c3e8bd,Urofollitropin,Anxiolytic
0236485d,Lindane,Beta-blocker
62eeff04,Amikacin,Antiviral
7dfbc642,Cefpodoxime Proxetil,Anxiolytic
9da5b086,Paracetamol,analgesic
35e1154b,Octreotide acetate,Antiviral
25e2d035,Lenvatinib,Beta-blocker
b161d82b,Apremilast,Antiviral
d778b39a,Loratadine,Anxiolytic
094b993b,Ornidazole,Antifungal
51e09b72,Rosuvastatin,Anxiolytic
463a9ef3,Sucralfate,Anxiolytic
6b06c3f6,Desvenlafaxine,Beta-blocker
8d11693b,Favipiravir,Antiviral
a58a0a79,Ilaprazole,Anxiolytic
3ad2ee87,Domperidone,antacid
40c90356,Doxylamine,Antifungal
72331707,Ofloxacin,Anxiolytic
b22cca1d,Dicyclomine,antacid
9d297b2c,Glipizide,Antiviral
f59fdc68,Tranexamic Acid,Beta-blocker
d27778b1,Furazolidone,Beta-blocker
a3332cbe,Hydrocortisone,Antifungal
1728c98b,Fexofenadine,antihistamine
0d8e81ca,Dexamethasone,corticosteroid
ed763407,Lansoprazole,Anxiolytic
75a48d6a,Alpha glycerylphosphorylcholine,Beta-blocker
1e4c9d2d,Minoxidil,Antiviral
ccadcf24,Fluconazole,Antiviral
ffa26aca,Salmeterol,Beta-blocker
75511011,Ketorolac,Antifungal
4e39a12b,Cetirizine,antihistamine
58825664,Aceclofenac,analgesic
a917aeca,Ketoprofen,Antifungal
dfefafbe,Methoxsalen,Beta-blocker
cd784acf,Glimepiride,antidiabetic
b826d1d8,Cefixime,antibiotic
e5c5f46d,Ketoconazole,Anxiolytic
53b5cdb4,Levamisole,Beta-blocker
321076ea,Itraconazole,Beta-blocker
228d118b,Ciprofloxacin,antibiotic
b9d0f368,Empagliflozin,Antiviral
fbc69350,Azithromycin,antibiotic
3a5cb525,Calcium Dobesilate,Antiviral
e08823a9,Phenylephrine,antihistamine
a1ea2613,Clobazam,Antifungal
053e1df1,Terbinafine,Antiviral
f447c603,Amoxycillin,antibiotic
4a7a9cd9,Clindamycin,Antiviral
3022930f,Fentanyl,Anxiolytic
973c550f,Guaifenesin,bronchodilator
a2c33bf5,Memantine,Antifungal
b32dd6ee,Tamoxifen,Antiviral
0bdea4ee,Diclofenac,analgesic
4eca6c45,Aceclofenac,analgesic
0b930fc2,Clobetasol,Anxiolytic
9e553d02,Betamethasone,Antiviral
eabfefe1,Spironolactone,diuretic
78bed78d,Caffeine,analgesic
7280a2f2,Amiodarone,Antiviral
f3185014,Levetiracetam,Beta-blocker
c2c4f965,Lactulose,Beta-blocker
d25696ce,Cefuroxime,Beta-blocker
0da1f708,Baclofen,Anxiolytic
1b68c05b,Pantoprazole,antacid
76da96e1,Metformin,antidiabetic
2c57118f,Cisapride,Beta-blocker
9854e77a,Fluconazole,antibiotic
d578c430,Diclofenac diethylamine,analgesic
bd60373d,Ursodeoxycholic Acid,Antifungal
b0480e8a,Levocetirizine,antihistamine
41e72242,Albumin,Antiviral
9791264b,Rivaroxaban,Antifungal
5fea369a,Biotin,Antifungal
43fa605e,Levocetirizine,antihistamine
4e51564f,Clioquinol,Antifungal
ec32f6df,Loratadine,Beta-blocker
4a7422f9,Climbazole,Beta-blocker
d6835f26,Cilnidipine,Antiviral
de2747cf,Trypsin Chymotrypsin,Antiviral
ca4c7a73,Omeprazole,antacid
47dddace,Cetrimide,Anxiolytic
8a0daed3,Etoricoxib,Antifungal
1382eb05,Bilastine,Antifungal
edb88c21,Clonazepam,Anxiolytic
265cdfaa,Carboxymethylcellulose,Beta-blocker
87709999,Colistimethate Sodium,Antiviral
f7bdc488,Fexofenadine,antihistamine
bfb16dcd,Lansoprazole,Beta-blocker
286d3c33,Piracetam,Beta-blocker
8dc2dab4,Telmisartan,antihypertensive
b7ab34e6,Sodium Chloride,Anxiolytic
d09ae04d,Itraconazole,Antifungal
d717694a,Letrozole,Antifungal
a1795c0d,Valproic Acid,Beta-blocker
5b5d7d2a,Vancomycin,Anxiolytic
c3a22749,Tamoxifen,Antiviral
28a996e7,Diethylcarbamazine,Beta-blocker
c1dc05e8,Levofloxacin,Antiviral
c07cf9f6,Methylcobalamin,Anxiolytic
3b80430c,Tadalafil,Anxiolytic
29fa3091,Olmesartan Medoxomil,Anxiolytic
9decf887,Progesterone,Beta-blocker
fffe89e1,Fluoxetine,Anxiolytic
adcd2d17,Drotaverine,Antifungal
79b733c8,Amisulpride,Beta-blocker
e7f77104,Dicyclomine,Antifungal
8ed7c9a5,Fluticasone Propionate,Antiviral
1d6cd25d,Mometasone,Anxiolytic
5a27647e,Norethisterone,Anxiolytic
aff9c39a,Bicalutamide,Antifungal
1a198835,Thyroxine,Beta-blocker
8a3bcee6,Isotretinoin,Beta-blocker
9ecf32c5,Ibuprofen,analgesic
104c2c6c,Azithromycin,antibiotic
bb3c33be,Chlorpheniramine Maleate,antihistamine
4a9a2e2b,Ivermectin,Anxiolytic
078523f4,Sevoflurane,Antifungal
3668df14,Loperamide,Antiviral
3eb2b802,Acebrophylline,Antifungal
27594114,Fenofibrate,Beta-blocker
51d208b0,Ivermectin,Anxiolytic
3e1b24b5,Artesunate,Anxiolytic
7c4a6772,Levetiracetam,Anxiolytic
318488a7,Ciprofloxacin,antibiotic
c4a794ed,Levetiracetam,Anxiolytic
b8cce025,Acetylcysteine,Antiviral
8d32e2d1,Flunarizine,Antiviral
017b2307,Doxofylline,Beta-blocker
688069c7,Dapagliflozin,antidiabetic
699f7145,Aceclofenac,analgesic
d57a2217,Nimesulide,analgesic
e868faf3,Ibuprofen,Antifungal
22da1ba5,Allopurinol,Antiviral
b813d592,Cefixime,antibiotic
6546c06d,Cilnidipine,Antifungal
b9148a57,Glimepiride,antidiabetic
73c817ee,Telmisartan,antihypertensive
bbf91606,Benzoyl Peroxide,Antifungal
32f4b0d5,Paracetamol,analgesic
42dc420d,Drotaverine,Antiviral
58588c66,Gabapentin,Anxiolytic
9d53b93d,Nimesulide,analgesic
7e0e0246,Gatifloxacin,Beta-blocker
f3c45443,Repaglinide,antidiabetic
a143a446,Cefpodoxime Proxetil,Beta-blocker
eef37652,Hydroxypropylmethylcellulose,Antiviral
5d993a22,Aspirin,Antiviral
72c2ed7b,Ketoconazole,Anxiolytic
08045a0e,Calcium,Anxiolytic
98191072,Omeprazole,antacid
7c73fc71,Dosulepin,Beta-blocker
43a4d11e,Rosuvastatin,Anxiolytic
1526be6b,Sodium Bicarbonate,Antiviral
33887d8b,Orlistat,Beta-blocker
d3cb8ef0,Hydroquinone,Anxiolytic
2fd8d50c,Cefixime,antibiotic
e5c4744a,Methotrexate,Anxiolytic
173e07ef,Diazepam,Anxiolytic
e6c7de06,Nitroglycerin,Beta-blocker
a56c69a5,Omeprazole,antacid
51035b7c,Amikacin,Anxiolytic
389a6bb4,Diethylcarbamazine,Beta-blocker
407175e3,Fluticasone Propionate,Antifungal
39c68285,Atorvastatin,Anxiolytic
155b8240,Omeprazole,antacid
3f1a07c2,Nimesulide,analgesic
874699f2,Cyproheptadine,Antifungal
779a9c84,Amoxycillin,antibiotic
e0cdfcd1,Losartan,antihypertensive
8344ee9a,Thyroxine,Anxiolytic
ff2b38f8,Allylestrenol,Antiviral
794d8b33,Alendronic Acid,Beta-blocker
3ec9a813,Clomipramine,Antifungal
3f0fdd04,Cefadroxil,Antiviral
8c64e0d7,Ceftizoxime,Antiviral
afb956e8,Aceclofenac,analgesic
8874b87b,Ondansetron,Beta-blocker
14fee2ac,Roxithromycin,Anxiolytic
bf18fe56,Bromelain,Antifungal
4f9e08ec,Ciprofloxacin,antibiotic
4506f0af,Domperidone,Beta-blocker
4eaf4b08,Serratiopeptidase,Anxiolytic
422bad18,Aceclofenac,analgesic
652fb3e4,Cefalexin,Anxiolytic
53a5770d,Moxifloxacin,Antiviral
a25a1b9e,Metoprolol Succinate,Antifungal
547b5e40,Carbamazepine,Beta-blocker
a027dad2,Sodium Chloride,Antiviral
0e45b143,Diclofenac,analgesic
9432777e,Carboxymethylcellulose,Beta-blocker
fc14a735,Cilostazol,Antiviral
37ca8586,Nimesulide,analgesic
e0dcbba2,Fusidic Acid,Antiviral
a5d3cf5e,Sultamicillin tosilate,Antiviral
cd18004e,Alprazolam,antidepressant
4dd3d08b,Nitrazepam,Beta-blocker
c1012315,Lithium carbonate,Antiviral
488af9e9,Clobetasol,Antifungal
60387afb,Recombinant Human Epidermal Growth Factor,Anxiolytic
cbd5de83,Allylestrenol,Antifungal
b87e354f,Bromhexine,Antiviral
72c44381,Levocetirizine,antihistamine
a5f290e5,Deflazacort,Antifungal
a7b0c33e,Betahistine,Beta-blocker
35b23bbd,Acyclovir,Anxiolytic
7dba4936,Bisacodyl,Beta-blocker
03fd0688,Duloxetine,Antifungal
a98a744b,Teneligliptin,Antiviral
bac5f5f9,Thyroxine,Beta-blocker
29b9f4a4,Bisoprolol,Beta-blocker
32ce88c9,Ofloxacin,Antiviral
6abaec5f,Etoricoxib,Beta-blocker
48c6678e,Clotrimazole,Beta-blocker
41f1a4e3,Levocetirizine,antihistamine
07a7e770,Risedronate,Antifungal
cfe91c1d,Clindamycin,Beta-blocker
efe4abac,Hydroxypropylmethylcellulose,Antifungal
a5bda6dc,Glimepiride,antidiabetic
e8682b7c,Iso Amyl 2-Cynoacrylate,Antifungal
7cd2bd38,Levocetirizine,antihistamine
4c4c182b,Bromhexine,Antiviral
de30bbef,Trimetazidine,Antiviral
6f523b70,Taurine,Anxiolytic
ef5e2726,Dicyclomine,Beta-blocker
912fec8f,Lamotrigine,Antifungal
607c3067,Metformin,antidiabetic
916e56b3,Sitagliptin,antidiabetic
1c5dbc2e,Carboxymethylcellulose,Beta-blocker
5c4fa3c9,Betamethasone,Anxiolytic
c5f6ce34,Domperidone,antacid
a130a2bd,Simethicone,Beta-blocker
4ff38531,Amoxycillin,antibiotic
a83b23b9,Ethambutol,Antiviral
1a109d1c,Anastrozole,Beta-blocker
acf6528c,Dimethindene,Anxiolytic
9376db7d,Betahistine,Anxiolytic
115ea33b,Gemfibrozil,Anxiolytic
f960f6d0,Tamsulosin,Anxiolytic
55ab7c88,Cefalexin,Beta-blocker
2630f4ba,Trioxasalen,Antiviral
1ee7b78c,Tranexamic Acid,Antiviral
3f552320,Lidocaine,Beta-blocker
b3be91b1,Calcium Carbonate,Antifungal
89d6b54d,Amoxycillin,antibiotic
d453a4da,Chlorpheniramine Maleate,antihistamine
95d2d855,Levamisole,Anxiolytic
19f97f48,Glimepiride,antidiabetic
8f6ef80c,Cetrimide,Antifungal
870840c7,Sterile Water,Anxiolytic
c2bedad3,Sitagliptin,antidiabetic
1d300f50,Ramipril,Antiviral
4eb40d9d,Aceclofenac,analgesic
c1869313,Methylcobalamin,Anxiolytic
ee043c67,Anastrozole,Anxiolytic
6008d75d,Tolperisone,Antiviral
72cf77e5,Roflumilast,Antifungal
d9d65a44,Chlorpheniramine Maleate,antihistamine
e8f73037,Torasemide,Beta-blocker
73d4d813,Sodium Chloride,Anxiolytic
479909bc,Valdecoxib,Antiviral
b8de4013,Flavoxate,Beta-blocker
c0705a01,Ketamine,Beta-blocker
14ac5567,Cetrimide,Anxiolytic
e8b0c2c0,Methylcobalamin,Anxiolytic
671c0f3f,Medroxyprogesterone acetate,Anxiolytic
3d9dee0e,Ondansetron,Antifungal
a1d5b19f,Procyclidine,Beta-blocker
d16ae175,Zolpidem,Anxiolytic
d911832e,Telmisartan,antihypertensive
f498f699,Etizolam,Beta-blocker
e548f5f2,Albumin,Antifungal
01c867ff,Aspirin,Anxiolytic
20c71a76,Dutasteride,Antiviral
661a63de,Sparfloxacin,Anxiolytic
fc28b6ca,L-Methyl Folate,Anxiolytic
8598364b,Levocetirizine,antihistamine
5fdca7dc,Etizolam,Antifungal
59d13b64,Betahistine,Anxiolytic
fb81ce9a,Allopurinol,Antifungal
c6771540,Linezolid,Anxiolytic
98c55b24,Bromelain,Beta-blocker
1f6c358c,Hydroquinone,Anxiolytic
d19da56a,Desloratadine,Beta-blocker
a204dd10,Teneligliptin,Antiviral
83db91ce,Phenylephrine,antihistamine
7ec05a8b,Macitentan,Antiviral
c6295e3d,Terbinafine,Anxiolytic
507ab154,Alpha-Beta Arteether,Anxiolytic
1e7d12e5,Clidinium,Antifungal
97e51ec0,Levocetirizine,antihistamine
b5a18707,Metformin,antidiabetic
17dcbd8d,Alendronic Acid,Antiviral
31de4fa8,Chlorzoxazone,analgesic
e62ac435,Lactobacillus,Anxiolytic
f182b536,Miconazole,Antifungal
5805808a,Aceclofenac,analgesic
fd15151f,Atorvastatin,Antiviral
19d9c88d,Aceclofenac,analgesic
de9321a0,Melatonin,Antiviral
c9f77761,Hyoscine butylbromide,Antifungal
9ed88fad,Cefixime,antibiotic
5171cfcc,Lornoxicam,analgesic
4cc308f9,Cefoperazone,Beta-blocker
ae3e753f,Lactulose,Antifungal
4e8ae8a9,Piroxicam,Antiviral
bdcf1d20,Glucosamine,Antiviral
5911f9f3,Benzoyl Peroxide,Antifungal
9e27f01d,Thiocolchicoside,analgesic
14165034,Euphorbia Prostrata Extract,Antiviral
df541d4a,Etoricoxib,analgesic
63e9307d,Enzalutamide,Anxiolytic
c128b1f4,Cefpodoxime Proxetil,Antifungal
cc3d8545,Ampicillin,Beta-blocker
6814b46c,Levetiracetam,Anxiolytic
e32d1fb9,Glutathione,Antiviral
16ed77b9,Potassium Nitrate,Antifungal
617022f0,Aceclofenac,analgesic
8219d8ca,Racecadotril,Beta-blocker
dacd9e8d,Cyproheptadine,Antifungal
34255e0c,Isoxsuprine,Antiviral
e5ec59c0,Diclofenac,analgesic
215019f2,Dicyclomine,Antifungal
ac2c57cb,Aceclofenac,analgesic
c68044d0,Terbinafine,Antiviral
019adb99,Cefixime,antibiotic
3b86dc27,Tranexamic Acid,Beta-blocker
16b3652b,Acyclovir,Anxiolytic
2788c675,Disodium Hydrogen Citrate,Beta-blocker
ae073e57,Telmisartan,antihypertensive
8fb828ce,Ketoconazole,Beta-blocker
a3b336a3,Olmesartan Medoxomil,Antiviral
79bc9f09,Levocetirizine,antihistamine
0fa2e6f2,Minoxidil,Anxiolytic
23a9ab0b,Fusidic Acid,Anxiolytic
111abd34,Metoprolol Tartrate,Anxiolytic
945a18ce,Levofloxacin,Anxiolytic
8f9982c3,Ciprofloxacin,antibiotic
c8eb0595,Diclofenac,analgesic
d3e83655,Levocetirizine,antihistamine
07cfd95b,Clindamycin,Antifungal
69de100d,Isotretinoin,Antifungal
fca4d0e0,Indacaterol,Beta-blocker
6d4fa10c,Acotiamide,Anxiolytic
eebb9b90,Atorvastatin,Antifungal
c0b35b87,Domperidone,antacid
5c85109f,Ammonium Chloride,Antiviral
be4f2bbb,Domperidone,antacid
4e06f04b,Aceclofenac,analgesic
4e450518,Dexamethasone,corticosteroid
d4f15d4c,Hydrocortisone,Antifungal
0e42693a,Escitalopram Oxalate,antidepressant
abcb1960,Diltiazem,Antiviral
768f0b43,Chlorpheniramine Maleate,antihistamine
898c42f5,Chloramphenicol,Beta-blocker
16243e9a,Amoxycillin,antibiotic
51865e33,Deflazacort,Antiviral
6269b49d,Octreotide acetate,Antifungal
a5804172,Diclofenac,analgesic
f11cb890,Norfloxacin,Beta-blocker
6dd4925b,Clindamycin,Beta-blocker
f18c72cd,Tricholine Citrate,Antiviral
f3e27703,Cyproheptadine,Anxiolytic
9c460b7b,Tamsulosin,Antifungal
9f54d72c,Triclofos,Beta-blocker
3d29ca01,Paroxetine,Antifungal
bf50f10d,Aceclofenac,analgesic
aadc8b0c,Gabapentin,antidepressant
c3188e6c,Mometasone,Anxiolytic
19788afa,Etoricoxib,Antifungal
235f3079,Adapalene,Anxiolytic
d8611b73,Sodium Chloride,Antiviral
93e5001d,Glycerin,Antiviral
0491d762,Zotepine,Antifungal
99459d90,Potassium Nitrate,Anxiolytic
0b93fbd8,Rivastigmine,Beta-blocker
21095cc1,Eicosapentaenoic acid,Anxiolytic
ec634feb,Bisacodyl,Beta-blocker
07082b89,Levetiracetam,Beta-blocker
7a66c9a4,Ambroxol,antihistamine
e086fbbd,Doxylamine,Antiviral
2c5c8785,Olmesartan Medoxomil,antihypertensive
6f35d3f7,Ketoconazole,Beta-blocker
db4b6d4e,Caffeine,analgesic
49db4ac9,Aceclofenac,analgesic
81de4b62,Alprazolam,antidepressant
659527b3,Ciprofloxacin,antibiotic
3d3cb04f,Levofloxacin,Anxiolytic
630bea3b,Azithromycin,antibiotic
db876815,Sertaconazole,Beta-blocker
a04f3965,Nimesulide,analgesic
590bb472,Aspirin,Antiviral
a7cc4ba8,Doxycycline,Antifungal
4464236e,Omeprazole,antacid
a8427800,Secnidazole,Anxiolytic
86a1db43,Ciprofloxacin,antibiotic
7a1e8e47,Ofloxacin,Antiviral
4db088c3,Brivaracetam,Beta-blocker
33753b97,Cilnidipine,Anxiolytic
b40c5591,Ceftizoxime,Antiviral
47ec7010,Mebendazole,Antifungal
fcf54f76,Atorvastatin,Anxiolytic
63b908de,Luliconazole,Anxiolytic
1c08e0d4,Prednisolone,corticosteroid
14a24778,Hydrocortisone,Antiviral
7ccc3f85,Sodium Chloride,Antiviral
56972019,Bisacodyl,Beta-blocker
843f48ee,Levocetirizine,antihistamine
9f7227ab,Cefixime,antibiotic
4eeff71a,Levocetirizine,antihistamine
718febca,Minoxidil,Beta-blocker
d9f4a0e7,Levocetirizine,antihistamine
1a8d1c9c,Ofloxacin,Anxiolytic
f236210d,Minoxidil,Antifungal
b46d77d7,Levofloxacin,Beta-blocker
2041a5b5,Cefuroxime,Antifungal
f148079a,Gabapentin,Antiviral
c06b4a38,Amoxycillin,antibiotic
e30e87dc,Nimesulide,analgesic
64c15475,Bimatoprost,Antifungal
aa137eed,Aceclofenac,analgesic
49bc506f,L-Ornithine L-Aspartate,Antiviral
91b662d9,Amlodipine,antihypertensive
ea8cc795,Paracetamol,analgesic
c93f079f,Vildagliptin,Beta-blocker
6bebe28d,Loratadine,Anxiolytic
b68f871f,Fenofibrate,Beta-blocker
7d4d3e73,Metformin,antidiabetic
0107ad24,Aceclofenac,analgesic
c0172537,Piroxicam,Antiviral
ddcadc2a,Pantoprazole,antacid
c32fc008,Clindamycin,Antiviral
15d3b9ea,Amoxycillin,antibiotic
2a78db34,Lidocaine,Antifungal
21d9e3d1,Terbinafine,Anxiolytic
cad47953,Diclofenac,analgesic
59cb41bf,Simethicone,Beta-blocker
d62dfe10,Paracetamol,analgesic
b499bda6,Ledipasvir,Antiviral
83f4fbcb,Drotaverine,analgesic
2c8f5896,Ketoconazole,Beta-blocker
487a70d4,Mefenamic Acid,Anxiolytic
5f5bbc4a,Beclometasone,corticosteroid
9b69dd65,Minoxidil,Anxiolytic
e8416bb7,Fluoxetine,Beta-blocker
863cf06c,Fenticonazole,Anxiolytic
5b0300ff,Eflornithine,Antifungal
4b270ec5,Clonazepam,Anxiolytic
044e8a92,Diethylcarbamazine,antihistamine
bcc7e599,Baclofen,Anxiolytic
24673b7d,Mycophenolate mofetil,Antiviral
d2cc48fd,Trypsin,Anxiolytic
cd086313,Amoxycillin,antibiotic
b3ae7cb6,Cefuroxime,Antiviral
fde7e9d6,Cyproheptadine,Antifungal
61a4723b,Acebrophylline,Antifungal
1a19912f,Amoxycillin,antibiotic
102d2951,Ivermectin,Beta-blocker
2a0662ed,Ofloxacin,Anxiolytic
7f037d77,Ibuprofen,analgesic
5118394f,Cefpodoxime Proxetil,Antiviral
6d53f4e1,Clonazepam,antidepressant
672b2a0b,Levocetirizine,antihistamine
17ab6605,Levofloxacin,Beta-blocker
733b3395,Hyaluronic Acid,Anxiolytic
202ef2f0,Diclofenac,analgesic
6135005e,Progesterone,Antifungal
02c33c19,Piperacillin,Anxiolytic
37062548,Paracetamol/Acetaminophen,analgesic
9a8b8c33,Levocetirizine,antihistamine
e43d53f1,Hydroxyzine,Anxiolytic
e870b777,Deflazacort,Anxiolytic
39ab1a1e,Sodium Chloride,Antiviral
b9ed9718,Pantoprazole,antacid
89766c6d,Diclofenac,analgesic
12e4c7c1,Isoxsuprine,Antiviral
2e4d330d,Melatonin,Antiviral
23ddd3a3,Levofloxacin,Antiviral
fee0348b,Gabapentin,Beta-blocker
3a18e72f,Clonazepam,Antiviral
4f478f66,Escitalopram Oxalate,antidepressant
f0a0be05,Pheniramine,Antiviral
a64398ab,Bisoprolol,Beta-blocker
28cb0fc6,Lansoprazole,Anxiolytic
8ff43b73,Paracetamol,analgesic
770a756e,Cefixime,antibiotic
4c099451,Betamethasone,Beta-blocker
62d52b1c,Fluoxetine,Beta-blocker
780d348a,Butenafine,Antiviral
e3c3d3b6,Norfloxacin,Antiviral
1092dbbf,Boric Acid,Beta-blocker
f880fed8,Methylcobalamin,Antiviral
534cb6ae,Domperidone,antacid
44a83c22,Cimetidine,Antifungal
ff76ea8c,Metaxalone,Antifungal
475b008f,Indomethacin,Beta-blocker
31659efa,Lisinopril,Anxiolytic
571b91e7,Ethinyl Estradiol,Antifungal
c43cf28c,Ciclopirox,Beta-blocker
6033c509,Desmopressin,Anxiolytic
f04a0d1b,Domperidone,antacid
c6d952a2,Gliclazide,antidiabetic
fd7ba6db,Etizolam,Antifungal
e576812d,Lamivudine,Antifungal
640fe520,Sildenafil,Antifungal
6c7694aa,Aspirin,Antiviral
fe1bd049,Mupirocin,Antiviral
d6f557d9,Carbamazepine,Antiviral
7feb1d12,Chloroquine,Beta-blocker
7b3b51af,Buspirone,Antifungal
03d0bc5c,Gatifloxacin,Anxiolytic
5e7ad5f5,Estradiol,Anxiolytic
3584a049,Famotidine,Beta-blocker
336f7ecd,Ciprofloxacin,antibiotic
c34383f5,Memantine,Antifungal
36fc3d9c,Desloratadine,Antifungal
479fb5b8,Lansoprazole,Antiviral
d2cc3860,Trypsin Chymotrypsin,Beta-blocker
29398234,Amlodipine,antihypertensive
2933991d,Diclofenac,analgesic
f947f712,Paracetamol/Acetaminophen,analgesic
fca7795d,Miconazole,Beta-blocker
21574565,Citicoline,Beta-blocker
f892e070,Clindamycin,Antifungal
028d3140,Mometasone,Beta-blocker
9b271b12,Calcipotriol,Antifungal
33093302,Hydroquinone,Beta-blocker
c0ba607a,Glimepiride,antidiabetic
80efeeb5,Telmisartan,antihypertensive
0a4cb2ba,Aceclofenac,analgesic
de4e8060,Ciprofloxacin,antibiotic
445fa4d7,Desvenlafaxine,Anxiolytic
27684f21,Oxcarbazepine,Anxiolytic
92f73889,Bromhexine,Antiviral
0ce221a9,Warfarin,Beta-blocker
619a1ed0,Benzydamine,Beta-blocker
1ddecf31,Pentoxifylline,Antifungal
5a63641d,Tamsulosin,Anxiolytic
d436476e,Fluoxetine,Beta-blocker
e73db147,Hydroxyzine,Anxiolytic
c18aaf2e,Haloperidol,Antifungal
6c8f49ed,Albendazole,Beta-blocker
b36403a4,Hydroquinone,Anxiolytic
4e843161,Oxetacaine,Antifungal
443baaf9,Methylcobalamin,Antiviral
95b89dd8,Methylcobalamin,Antifungal
0d5372a1,Drotaverine,Antifungal
12eb4dc4,Irbesartan,diuretic
627f8026,Rosuvastatin,Beta-blocker
8b62d25d,Chlorhexidine Gluconate,Anxiolytic
aa83113f,Aceclofenac,analgesic
fcb64207,Mometasone,Antifungal
4db31cc9,Obeticholic acid,Antiviral
832ca6fc,Amoxycillin,antibiotic
3ab28a71,Tolnaftate,Antiviral
d226bfec,Ondansetron,Antifungal
2d311a62,Drotaverine,Antifungal
6d0e81d3,Acetylcysteine,Beta-blocker
b3321216,Ticagrelor,Antifungal
2b314fcf,Ofloxacin,Anxiolytic
f5b28379,Isotretinoin,Beta-blocker
a4f5c7cb,Clomiphene,Antiviral
4f005b17,Permethrin,Antiviral
0281c320,Povidone Iodine,Beta-blocker
0216b5d6,Benzoyl Peroxide,Antifungal
4f636557,Tinidazole,Beta-blocker
9c0826f4,Amoxycillin,antibiotic
a91e68f5,Flunarizine,Anxiolytic
2dc80522,Levetiracetam,Beta-blocker
640f789a,Perampanel,Antifungal
3ecbb622,Lidocaine,Beta-blocker
905eae90,Domperidone,antacid
2d0da15c,Levetiracetam,Beta-blocker
2ed07769,Oxetacaine,Beta-blocker
5435fac1,Dapagliflozin,Beta-blocker
314b8767,Chondroitin,Antifungal
d18bcf12,Pregabalin,Antiviral
357d5ea2,Methoxsalen,Anxiolytic
83fd7139,Lincomycin,Anxiolytic
575a6055,Favipiravir,Beta-blocker
17f35e9b,Cefixime,antibiotic
3f8aa2aa,Serratiopeptidase,Anxiolytic
9e423d2f,Diclofenac,analgesic
0fa3d551,Digoxin,Beta-blocker
ad3e067f,Albendazole,Antifungal
1c6bf4e9,Bisacodyl,Beta-blocker
1c3e26fb,Alpha Ketoanalogue,Antiviral
2ffb12de,Gliclazide,Anxiolytic
32536f3e,Clobetasol,Beta-blocker
673e9e10,Mupirocin,Antiviral
a57dad07,Benzathine penicillin G,Antiviral
625697b8,Urofollitropin,Antifungal
d6cbe4d5,Levosulpiride,Anxiolytic
34281523,Levocetirizine,antihistamine
9cff2db8,Levetiracetam,Antifungal
f0448c81,Clonazepam,Anxiolytic
75cedbbc,Paracetamol,analgesic
df939141,Itraconazole,Beta-blocker
01177918,Permethrin,Beta-blocker
8d3cbba8,Methotrexate,Beta-blocker
2dd9340d,Fluticasone Propionate,Antiviral
be55ba42,Clobazam,Antiviral
420c4dff,Fluticasone Propionate,Beta-blocker
ce66224d,Bisacodyl,Anxiolytic
f3755520,Citicoline,Antiviral
f1a4fce1,Pantoprazole,antacid
b2deedfe,Caffeine,antihistamine
8ab971e9,Diclofenac,analgesic
96e2bc53,Diclofenac,analgesic
c9cbffc3,Dienogest,Anxiolytic
89fb9f67,Doripenem,Antiviral
76ca55ce,Quetiapine,Antiviral
