id,name
829,Penardo Biotech
830,Daxia Healthcare
831,Sanify Healthcare Pvt Ltd
832,Bluewaterresearch
833,BRD MediLabs
834,Patson Laboratories Pvt Ltd
835,Biomax Laboratories
836,Troikaa Pharmaceuticals Ltd
837,Union Drug
838,Salve Pharmaceuticals Pvt Ltd
839,Asterisk Laboratories India Pvt Ltd
840,Biodiscovery Lifesciences Pvt Ltd
841,Pharmatec India Pvt Ltd
842,Rosch Elmer Pharmaceuticals Private Limited
843,Pharmtak Ophtalmics India Pvt Ltd
844,Novus Life Sciences Pvt Ltd
845,Associated Biopharma
846,Bhavishya Pharmaceuticals Pvt Ltd
847,Scotwin Healthcare
848,Richfaith Pharmaceuticals
849,Bharat Biotech
850,Aveon Healthcare & Pharma Pvt Ltd
851,H & Care Incorp
852,Geneka Biotek
853,Imed Healthcare
854,Eclipser Pharmaceuticals
855,Skymax Life Science Pvt Ltd
856,Krinon Remedies Pvt Ltd
857,Indkus Biotech India
858,Infivis Life Care
859,Omni Lifesciences Pvt Ltd
860,Growell Vision
861,Shirr Pharmaceuticals Pvt Ltd
862,Times Drugs & Pharmaceuticals Pvt Ltd
863,Little Greave Pharmaceutical Pvt Ltd
864,Divine Lifecare Pvt Ltd
865,Activa Lifesciences
866,Nicson Pharma
867,Europa Healthcare Pvt Ltd
868,Tengee Lifescience
869,Matteo Healthcare Pvt Ltd
870,Jocund India Ltd
871,Laenor Pharmaceuticals
872,Indoglobe Ventures Private Limited
873,Orlife Healthcare
874,Unicure Remedies Pvt Ltd
875,Elixir Pharmacon
876,Brukem Life Care
877,Vestal Healthcare
878,Tunic Healthcare
879,Kiva HealthCare
880,Forman Medics Pvt Ltd
881,Remantra Pharma
882,Medcure Organics Pvt Ltd
883,Scortis Lab Pvt Ltd
884,Brance Biotech
885,Astam Health Care Pvt Ltd
886,Agrawal Drugs Pvt. Ltd.
887,Stanford Biotech Pvt Ltd
888,Supracyn Pharma
889,Biocore Pharmaceuticals
890,Cureways Remedies
891,Signature Phytochemical Industries
892,Allysia Lifesciences Pvt Ltd
893,Medipol Pharmaceuticals India Pvt Ltd
894,Curiton Lifesciences Pvt Ltd
895,Shamac Health Care Pvt Ltd
896,Nitin Lifesciences Ltd
897,Algen Healthcare Limited
898,Stadchem Of India
899,Praise Pharma
900,Healthon Lifesciences Pvt Ltd
901,Encore Pharmaceuticals Inc.
902,Pride Healthcare
903,Worth Medicines Pvt Ltd
904,Clyde Biotech P Ltd
905,Suvik Hitek Pvt Ltd
906,Synchem Lab
907,BDH Industries Ltd
908,Que Pharma Pvt Ltd
909,Aar Biosys
910,Sonixa Lifecare
911,Danavish Healthcare
912,Arlak Biotech Pvt Ltd
913,Taica Pharma
914,Starsure Remedies
915,Race Pharmaceuticals pvt ltd ltd
916,Calibar Pharmaceuticals
917,Anvicure Drugs
918,Mountus Life Science
919,Acuition Pharmaceutical
920,Otik Biotec
921,Medilance Healthcare
922,Pure and Cure Healthcare Private Limited
923,NV Pharmaceuticals
924,Vanprom Lifesciences Pvt Ltd
925,Wonder Theraputics Pvt Ltd
926,Serve Pharmaceuticals
927,DKT India Ltd
928,Unilex Lifesciences Pvt Ltd
929,Veasley Pharmaceuticals Private Limited
930,Gujarat Terce Laboratories Ltd
931,Rowlinges Life Science
932,Sidel India Pvt Ltd
933,Achemic
934,A. Menarini India Pvt Ltd
935,Welbe Life Sciences
936,BPL
937,Rekvina Laboratories Ltd
938,Adelina Lifesciences
939,Datla Laboratories
940,Adonis Phytoceuticals Pvt Ltd
941,Kaptab Pharmaceuticals
942,Care Organics Ltd.
943,Treatwell Pharma
944,Medfence Labs
945,Western Remedies
946,Elikem Pharmaceuticals Pvt Ltd
947,ANT Pharmaceuticals Pvt Ltd
948,Nusmith Pharma Pvt. Ltd
949,Osho Pharma Pvt Ltd
950,Onamoy Healthcare LLP
951,Idol Biotech
952,Ben Pharmaceuticals
953,Pharmacon Healthcare
954,Geno Pharmaceuticals Ltd
955,Wallace Pharmaceuticals Pvt Ltd
956,Sterkem Pharma Pvt Ltd
957,Rhythm Biotech Private Limited
958,Cohrem Pharmaceutical Pvt Ltd
959,Medok Life Sciences Pvt Ltd
960,Aster Pharma
961,Mendcure Life Sciences Pvt Ltd
962,Medihands Pharmaceuticals
963,Neiss Labs Pvt Ltd
964,Puremed Biotech
965,Genecia Healthcare
966,Remandish Pharma Pvt Ltd
967,Zodak Healthcare
968,Ablaze Life Science
969,Leo Pharmaceuticals
970,Oyster Pharma Pvt Ltd
971,Biotabs Life Sciences Pvt Ltd
972,Sois Formulations Pvt Ltd
973,Baroque Pharmaceuticals Pvt Ltd
974,Newgen Biotech Pvt. Ltd.
975,AS Pharmaceutical (India) Pvt Ltd
976,Biomedica International
977,Meridian Enterprises Pvt Ltd
978,Osiante Biotech
979,Medicamen Biotech Ltd
980,Bi-Cure Remedies
981,MVD Pharmaceuticals Pvt Ltd
982,Medimind Drugs and Chemicals
983,Croford Pharma Pvt Ltd
984,La Pristine Bioceuticals Pvt Ltd
985,Dr. Edwin Lab
986,Convina Research Laboratory
987,Glarizonto Pharma
988,Arvincare Pharma
989,Arnvis Pharma Pvt Ltd
990,Nexkem Pharmaceuticals Pvt Ltd
991,Aeryn Lifesciences Pvt Ltd
992,Blesslife healthcare
993,Nanz Med Science Pharma Ltd
994,Hilbert Healthcare
995,Medicure Life Sciences India Pvt Ltd
996,Wilburt Remedies Pvt Ltd
997,Innovius Life Drugs
998,RKG Pharma
999,Age Biotech
1000,Alobiote Healthcare
1001,Plenum Biotech
1002,Anikem Laboratories
1003,BMW Pharmaco India Pvt. Ltd.
1004,Bliss Gvs Pharma Limited
1005,Jay Ell Healthcare Pvt. Ltd
1006,Kontest Chemicals Ltd
1007,St Morrison
1008,Rhombus Pharma Pvt Ltd
1009,Themis Medicare Ltd
1010,Ambient Pharmaceuticals Pvt Ltd
1011,Kinesis Pharmaceuticals Pvt Ltd
1012,Hema Laboratories
1013,Raxin Health Care
1014,Gipla Healthcare
1015,Pancare Pharmaceuticals Pvt Ltd
1016,Reqwell Pharma
1017,Atlas Laboratories Pvt Ltd
1018,Lifeline Remedies India Pvt Ltd
1019,Akme Biotec
1020,Prina Healthcare Pvt Ltd
1021,Fitwel Pharmaceuticals Private Limited
1022,Parul Health Care Private Limited
1023,TTK Healthcare Ltd
1024,TNT Lifesciences
1025,Medilente Pharma Pvt Ltd
1026,Healthy Life Medicare
1027,Leben Life Sciences Pvt Ltd
1028,Indica Biolife Sciences
1029,Avron Pharma Pvt Ltd
1030,Acto Pharma Pvt Ltd
1031,Marc Laboratories Pvt Ltd
1032,Zenotis Healthcare
1033,Bayer Zydus Pharma Pvt Ltd
1034,Addii Biotech Pvt Ltd
1035,Wilymed Pharmaceuticals Private Limited
1036,Aenor Pharmaceuticals Private Limited
1037,Pinenut Life Care India Pvt Ltd
1038,Profic Organic Ltd
1039,Alercon Eyecare
1040,Strio Healthcare
1041,Wells Biosciences
1042,Genip Pharmaceuticals Pvt Ltd
1043,Mohrish Pharmaceuticals
1044,Yaher Pharma
1045,Pluzine Healthcare
1046,Badrivas Biotech Pvt Ltd
1047,Natco Pharma Ltd
1048,Nutratec Pharmaceuticals
1049,Corolla Pharmaceutical Pvt Ltd
1050,Sanes Pharmaceuticals
1051,Alixia Pharma
1052,SPM Drugs Pvt Ltd
1053,Aktis Pharma India Pvt Ltd
1054,Leben Laboratories Pvt Ltd
1055,Elis Pharmaceuticals India Pvt Ltd
1056,Oddiant Formulations
1057,Himanshu Pharmaceuticals Pvt Ltd
1058,Jantec Pharma
1059,Neolina Pharmaceuticals
1060,Junifer Pharmaceuticals
1061,West-Coast Pharmaceutical Works Ltd
1062,Bonum Medelae Pvt Ltd
1063,Rowez Life Sciences Pvt. Ltd.
1064,Indosurge Biotech
1065,Medsea Healthcare Pvt Ltd
1066,Asklepios Remedies Pvt Ltd
1067,Medrix Pharma Pvt Ltd
1068,Roma Pharma Pvt Ltd
1069,Unistar Biotech Ltd
1070,Zota Health care Ltd
1071,Pritus Healthcare
1072,Clarianz Pharmaceuticals Pvt Ltd
1073,Siomond Pharmaceuticals Pvt Ltd
1074,Loremchem Pharmaceutical
1075,Rekin Pharma Pvt. Ltd.
1076,Zenith Healthcare Ltd
1077,Jpee Healthcare
1078,Dolphar Life Care Pvt Ltd
1079,Protech Biosystems
1080,Vibrant Healthcare Pvt Ltd
1081,Atyad Life Sciences Pvt Ltd
1082,Astra IDL MAX
1083,Ozone Pharmaceuticals Ltd
1084,Synokem Pharmaceuticals Ltd
1085,Nourier Lab
1086,Brook Parker
1087,Incarnate Pharmachem Pvt Ltd
1088,Plenus Pharmaceuticals Pvt Ltd
1089,Sunberry Lifesciences Private Limited
1090,Ethicare Pharma
1091,Kardic Kare
1092,Medicant Lifesciences Pvt Ltd
1093,Vsab Healthcare
1094,Swiss Pharma Pvt Ltd
1095,Globus Labs
1096,Ecstasy Biotech Pvt Ltd
1097,Wings Biotech Ltd
1098,Bioclix Remedies
1099,Commonwealth Pharmaceuticals
1100,Simpson Brawn Pharmaceuticals
1101,Optica Pharmaceuticals Pvt Ltd
1102,SBS Life Sciences Pvt Ltd
1103,Dewcare Concept Pvt.Ltd.
1104,MSN Laboratories
1105,Eridanus Healthcare
1106,Kiran Pharmaceutical
1107,Akunez Biotech
1108,Tidal Laboratories Pvt Ltd
1109,Arehk Healthcare
1110,Phaedrus Life Science Pvt Ltd
1111,General Pharmaceuticals Pvt Ltd
1112,S.P Pharmaceuticals
1113,Capital Pharma
1114,Sarmain Pharmaceuticals
1115,Sharing Formulations Pvt Ltd
1116,Anvi Pharmaceuticals
1117,Astra Eureka Pharmaceuticals
1118,Agrim Pharmaceuticals
1119,Bactolac Formulations Pvt Ltd
1120,Kansas Labs
1121,Maxkosh
1122,Lia Life Sciences Pvt Ltd
1123,Indica Laboratories Pvt Ltd
1124,Cure Kelvin
1125,Triton Healthcare Pvt Ltd
1126,USR Remedies
1127,Aeobury Healthcare Pvt Ltd
1128,Ravic Healthcare
1129,Integrace Pvt Ltd
1130,Kritikos Care
1131,Acekinetics Healthcare Pvt Ltd
1132,Dolvis Bio Pharma Pvt Ltd
1133,Adonis Laboratories Pvt Ltd
1134,Besins Healthcare India Pvt Ltd
1135,Kelvin Remedies
1136,Curasia Medilabs
1137,Unichem Laboratories Ltd
1138,Zen Labs India
1139,Zest Pharma
1140,Midas Healthcare Ltd
1141,Geneser Pharmaceuticals Pvt Ltd
1142,Vts Life Sciences
1143,Norwest Pharmaceuticals Inc
1144,Linux Laboratories
1145,Perpetual Pharmaceuticals
1146,Aingo Pharma Pvt Ltd
1147,Biologic Psychotropics India Pvt Ltd
1148,Kalpataru Formulations Pvt Ltd
1149,Tuttsan Pharma Pvt Ltd
1150,Ionaire Biotech
1151,Medleaf Pharmaceuticals
1152,Prochem Turnkey Projects Pvt Ltd
1153,Fern Biotech
1154,Suraksha Pharma Pvt Ltd
1155,Rexit Pharmaceutical
1156,Diverse Health Services
1157,Nova Lifesciences Pvt. Ltd.
1158,Nemi Pharmaceuticles
1159,Daikon Pharmaceuticals Pvt Ltd
1160,Overseas Pharma Pvt Ltd
1161,Senen Biotech
1162,Nemus Pharmaceuticals Pvt Ltd
1163,Avancer Labs Pvt Ltd
1164,Irza Life Science Pvt Ltd
1165,Dermakare Pharmaceuticals Pvt Ltd
1166,Morningg Life Pharmaceuticals Pvt Ltd
1167,Medifit Pharmaceuticals
1168,Satven And Mer
1169,Sanmai Pharma
1170,Hochest Biotech India
1171,Medispan Ltd
1172,Hallmark Formulations Pharmaceuticals
1173,Capri Pharmaceuticals
1174,Aleixo Pharma
1175,Serene Life Sciences Pvt Ltd
1176,Gilead Sciences
1177,Encyclo Healthcare
1178,Signity Pharmaceuticals Pvt Ltd
1179,Exsiva Pharma Pvt Ltd
1180,Amista Labs Pvt Ltd
1181,Axilgrow Healthcare
1182,Bellavita Healthcare Pvt Ltd
1183,Medbionic Healthcare
1184,Sherim Squibss
1185,Diancecht Pharmaceuticals Pvt Ltd
1186,Goddres Pharmaceuticals Pvt Ltd
1187,Kepler Health Care
1188,Werke Healthcare
1189,Jasco Labs Pvt Ltd
1190,Ranmarc Labs
1191,Shiron Pharmaceuticals
1192,Sovicare Pharmaceuticals
1193,Max Life Science
1194,Novagen Pharmaceuticals
1195,Malody Healthcare Ltd
1196,Myriad Hues Healthcare
1197,Deify Pharma
1198,DS Pharma
1199,Zydus Healthcare Limited
1200,Mark India
1201,Janssen Pharmaceuticals
1202,Ultramark Healthcare Pvt Ltd
1203,Meltic Healthcare Pvt Ltd
1204,Diligence Pharma
1205,Life Line Pharma
1206,Vita Pharmaceuticals
1207,Rytus Therapeutics Ltd
1208,Karnataka Antibiotics & Pharmaceuticals Ltd
1209,Tenet Healthcare
1210,Aver Pharmaceuticals Pvt Ltd
1211,Klokter Life Sciences
1212,Estragen Pharma
1213,Divine Savior Pvt Ltd
1214,Vanshyam Pharma
1215,Bio-Zenesis Healthcare
1216,Densa Pharmaceuticals Pvt Ltd
1217,Kris Pharma
1218,Beulah Biomedics Ltd
1219,Raymedica Pharmaceuticals
1220,Slaney Healthcare
1221,Precept Pharma Ltd
1222,Macwell Pharmaceuticals
1223,VGR Bio Lab
1224,Healthkey Lifescience Pvt. Ltd.
1225,Notus Pharmaceuticals Pvt Ltd
1226,Enphamed Biotech Private Limited
1227,Trombone Pharma Pvt Ltd
1228,Atopic Laboratories
1229,Tweet India Pharmaceuticals Pvt Ltd
1230,Vibcare Pharma Pvt Ltd
1231,Rapross Pharmaceuticals Pvt Ltd
1232,Wewell Biotech Pvt Ltd
1233,Otsuka Pharmaceutical India Pvt Ltd
1234,Multilax Pharmaceuticals Pvt Ltd
1235,Shimano Health Care Pvt Ltd
1236,Ansel Healthcare
1237,Excare Laboratories
1238,Essential Pharmaceuticals
1239,Meditouch Wellness
1240,Soft Pharmaceuticals
1241,Aglowmed Limited
1242,Uni-Pex Pharmaceuticals Pvt Ltd
1243,In Med Therapeutics
1244,Unison Pharmaceuticals Pvt Ltd
1245,Megacorp Healthcare Pvt Ltd
1246,Glosun Pharma Pvt Ltd
1247,Max India Ltd
1248,Erinyle Pharma
1249,Gland Pharma Limited
1250,Globus Remedies Ltd
1251,Bioman Pharmaceuticals
1252,Astranova Biotech
1253,Millennial Pharmaceuticals Private Limited
1254,Fantabulous Pharma
1255,Accord Pharmaceuticals
1256,Jabs Biotech Pvt Ltd
1257,Phoenix Pharmaceuticals
1258,Accuminn Labs
1259,Adirex Pharmaceuticals
1260,Altar Healthcare Pvt Ltd
1261,Bioethics Lifesciences Pvt Ltd
1262,Archicare Limited
1263,Sure Healthcare Pvt Ltd
1264,Vasphar India
1265,Bionexa Organic
1266,Gen-Biotec Pvt Ltd
1267,Remedio Pharmacon
1268,Zoticus Pharmaceuticals
1269,Quintus Lifesciences Pvt Ltd
1270,Wellona Pharmaceutical Private Limited
1271,Viking Pharma Opc Pvt Ltd
1272,Prompt Cure Pharm Pvt Ltd
1273,Tatvartha Health
1274,Avinash Health Products Pvt Ltd
1275,Hindustan Antibiotics Ltd
1276,Acme Pharmaceutical
1277,Makeway Formulations Pvt Ltd
1278,Alliance Remedies
1279,Sevam Healthcare
1280,Staneil Pharma
1281,Aroma Healthcare
1282,H.L Healthcare Pvt Ltd
1283,Mediste Pharmaceuticals Pvt Ltd
1284,Sunshine Pharmaceuticals
1285,Secure Healthcare India Pvt Ltd
1286,Cachet Pharmaceuticals Pvt Ltd
1287,Curelife Pharmaceuticals
1288,Godetia Healthcare
1289,S.Bee Life Sciences
1290,Unique Life Sciences (P) Ltd
1291,Atsun Life Sciences
1292,Bipi Lifesciences Pvt Ltd
1293,Shalaks Healthcare
1294,Midas Biotek Pvt Ltd
1295,Bayu Healthcare Pvt Ltd
1296,Artichem Laboratories
1297,Sentosa Geigy (India) Labs Limited
1298,Human Biolife India Pvt Ltd
1299,Caddix Healthcare
1300,Matias Healthcare Pvt Ltd
1301,Solano HealthCare Pvt Ltd
1302,Advance Revive
1303,MRHM Pharma Pvt Ltd
1304,Newgen Pharma
1305,Alna Biotech Pvt Ltd
1306,Home Remedies Private Limited
1307,Concertina Pharma Pvt Ltd
1308,Ashlife Healthcare
1309,Chemo Healthcare Pvt Ltd
1310,Sanz Pharmaceuticals Private Limited
1311,Tulsi Medi Sciences
1312,Dawn Pharmaceuticals Pvt Ltd
1313,Medoz Pharmaceutical Pvt. Ltd
1314,Curezip Pharma Pvt. Ltd.
1315,Ancalima Lifesciences Ltd
1316,Destin Laboratories Pvt Ltd
1317,Lxir Medilabs Pvt Ltd
1318,Chicky Pharma Pvt Ltd
1319,Indiana Opthalmics
1320,Pleasant Pharmaceuticals Pvt Ltd
1321,Organic Laboratories
1322,Aarux Pharmaceuticals Pvt Ltd
1323,Tan Therapeuticss
1324,Acela Healthcare Pvt Ltd
1325,Baxter India Pvt Ltd
1326,Aconwell Pharma Pvt Ltd
1327,Heal-thy Self Pharmaceuticals LLP
1328,Devak Formulations
1329,Ekansh Pharma
1330,Greek Pharma
1331,Anhox Healthcare Pvt Ltd
1332,Green Cross Remedies
1333,Laxter Pharmaceutical Pvt Ltd
1334,Altavista Life Sciences Pvt Ltd
1335,Maxlive Pharmaceuticals Pvt Ltd
1336,Apex Formulations Pvt Ltd
1337,Erinome Healthcare Pvt Ltd
1338,Vindeca Life Sciences
1339,Shilpex Pharmysis
1340,Blubell Pharma
1341,Betamax Remedies
1342,Hab Pharmaceuticals and Research Ltd
1343,Houston Scientific
1344,Aarpik Pharmaceuticals Pvt Ltd
1345,Sigma Softgel Formulation
1346,Alicanto Drugs Pvt Ltd
1347,Mandevis Pharma
1348,Astopic Lifescience
1349,Salas Pharmaceuticals
1350,Cascade India Pharmaceuticals
1351,Mosfet Healthcare Pvt Ltd
1352,Ochoa Laboratories Ltd
1353,Zennar Life Sciences
1354,Human Vigor Private Limited
1355,Themis Pharmaceuticals Prop Chemosyn Ltd
1356,Sygnus Biotech
1357,Walton Healthcare Pvt. Ltd
1358,Proton Remedies Pvt Ltd
1359,Osper Formulations Pvt Ltd
1360,Astraea Life Sciences Pvt Ltd
1361,Angiolife Healthcare Pvt Ltd
1362,Medilewis Biotech
1363,Alcon Laboratories
1364,Avolife Pharmaceutical Private Limited
1365,Steadfast Medishield Pvt Ltd
1366,Future Pharma Pvt Ltd
1367,Allen Dale Biosciences
1368,Ben Hadded Pharma Pvt Ltd
1369,Tripada Biotec Pvt Ltd
1370,Prem Pharmaceuticals Pvt Ltd
1371,Ocuris Pharmaceuticals Pvt Ltd
1372,Suncor Pharma
1373,Urochem Biotech
1374,Starlance Pharmaceuticals
1375,Casca Remedies Pvt Ltd
1376,Oswin Pharmaceuticals
1377,Klar Sehen Pvt Ltd
1378,Health Plan
1379,Organon (India) Ltd
1380,Bsure Pharmaceuticals Pvt Ltd
1381,Dallas Pharmaceuticals and Formulations Pvt Ltd
1382,Adikan Healthcare Pvt Ltd
1383,Doctor Wonder Private Limited
1384,Elicad Pharmacueticals Pvt Ltd
1385,Minol Pharmaceuticals
1386,Albus Healthcare Pvt Ltd
1387,Radix Pharmaceuticals
1388,Om Biotec
1389,Sidhbali Formulations
1390,Biosys Medisciences
1391,Cytogen Pharmaceuticals India Pvt Ltd
1392,Ozrak LifeSciences
1393,Bsp Pharmaceuticals
1394,Retro Life Sciences
1395,Nanshe Remedies
1396,Recoupe Pharma
1397,Geneaid Pharmaceuticals
1398,SSR Biotech
1399,Bioceutics Inc
1400,Oldmed Healthcare Pvt Ltd
1401,Aspo Healthcare
1402,Austro Labs
1403,HBC Lifesciences Pvt Ltd
1404,Inviscus Lifescience LLP
1405,Insight Labz
1406,Litaka Pharmaceuticals Ltd
1407,Innovital Healthcare Pvt Ltd
1408,Mascot Biotech
1409,Desons Therapeutics
1410,Uniprogen Biotech Pvt Ltd
1411,Morecare Pharmatec Pvt Ltd
1412,Mint Life Sciences Pvt Ltd
1413,Matins Pharma
1414,Sunrise Remedies Pvt Ltd
1415,Hindustan Pharmaceuticals
1416,Colinz Laboratories Ltd
1417,Mathis Pharma
1418,Dios Lifesciences Pvt Ltd
1419,Alka Pharma
1420,Will Impex
1421,Iriska Pharmaceuticals Pvt Ltd
1422,Alchemist Life Science Ltd
1423,Genial Lifecare
1424,Stedman Pharmaceuticals Pvt Ltd
1425,Chem Biotech Healthcare
1426,Matrixx Formulation
1427,S M A Pharmaceuticals
1428,Malvern Pharma
1429,DSV Healthcare
1430,Flora & Pharma
1431,Bayberry Pharmaceuticals Pvt Ltd
1432,Grampus Labs
1433,UniOrange Life Care Pvt Ltd
1434,Rusi Remedies P Ltd
1435,Neocardiab care
1436,Sante Mernaud Pharceuticals Pvt Ltd
1437,Orison Pharma International
1438,Woakes Pharma
1439,Veliko Pharmacls
1440,Elwiss Biotech Private Limited
1441,Ednita Healthcare
1442,Hallmark Chemicals
1443,Janitra Medicorp Pvt Ltd
1444,LifeSurge BioSciences Pvt Ltd
1445,Accosts Remedies Pvt Ltd
1446,Synex Global Services Llp
1447,Lancer Therapeutics
1448,Vanguard Therapeutics Pvt Ltd
1449,Amra Remedies
1450,Tirupati Medicare Limited
1451,Ambic Ayurchem Ltd
1452,Floreat Medica Pvt Ltd
1453,Pex-care Biotech
1454,Eva Biotech Pvt Ltd
1455,KC Laboratories
1456,Omega Biotech Ltd
1457,Apotex Lifesciences
1458,Anthem Biopharma
1459,Startos Healthcare Pvt. Ltd
1460,Aksigen Hospital Care
1461,Lifekyor Pharmaceuticals
1462,Proqol Healthcare
1463,Xymera Bioscience Pvt Ltd
1464,Pericles Pharma
1465,Ziyon Healthcare
1466,Canvarzys Healthcare Ltd
1467,Serbia Molecules Pvt Ltd
1468,Innovexia Life Sciences Pvt Ltd
1469,Drakt Pharmaceutical Pvt Ltd
1470,Incus Pharmaceuticals Pvt Ltd
1471,Ashwa Healthcare
1472,Sol Derma Pharmaceuiticals Pvt Ltd
1473,Speciality Meditech Pvt Ltd
1474,Coxswain Healthcare
1475,Grace Drugs & Pharmaceuticals
1476,Sinsan Pharmaceuticals
1477,Endocard India Pvt Ltd
1478,Elder Projects Ltd
1479,Damsa Pharma
1480,Salud Care India Pvt Ltd
1481,Mits Healthcare Pvt Ltd
1482,Bios Lab
1483,Esteem Pharmaceuticals
1484,Alpha Lab
1485,Zelleven Pharma Pvt Ltd
1486,Kerwin Formulations
1487,Ai Health Care LLP
1488,Brooks Laboratories Limited
1489,Symbiotic Drugs
1490,Indiabulls pharmaceutical ltd
1491,Baxton Pharmacia
1492,Columbus Biotech
1493,Welcare Pharma Pvt Ltd
1494,Redmed Medical Services
1495,Ergos Life Sciences
1496,B.J.Healthcare
1497,Tablets India Limited
1498,Modi Lifecare Industries Ltd
1499,Elbrit Life Sciences
1500,Lamiaceae Healthcare
1501,Hope Life Sciences
1502,Arechar Healthcare
1503,Atlantic Pharma Ltd
1504,Nidus Pharma Pvt Ltd
1505,Megnesia Neurocare
1506,Mission Research Laboratories Pvt Ltd
1507,Digmedi Pvt Ltd
1508,The Pharmed Research Lab Pvt Ltd
1509,Freedom Healthcare Pvt Ltd
1510,Resilient Cosmecueticals Pvt Ltd
1511,Gnova Biotech
1512,Craveon Lifesciences Pvt Ltd
1513,Orange Biotech Pvt Ltd
1514,Dahlia Pharmaceutical Pvt Ltd
1515,Aequitas Healthcare Pvt Ltd
1516,Somatico Laboratories Pvt Ltd
1517,True Care Biomedix
1518,Swastik Pharmaceuticals
1519,Signova Pharma Pvt Ltd
1520,Ascent Corporations
1521,Jubilation Bio Science
1522,Medilane Labs
1523,Yaxon BioCare Pvt Ltd
1524,Panzer Pharmaceuticals Pvt Ltd
1525,Roche Products India Pvt Ltd
1526,Tuhi Lifesciences Pvt. Ltd.
1527,Medmyndrz Pharma
1528,Strassenburg Pharmaceuticals.Ltd
1529,Vitabolik Pharma
1530,Prime Life Science Pvt Ltd
1531,Radius Healthcare Pvt Ltd
1532,Optho Pharma Pvt Ltd
1533,Glowcures Life Sciences
1534,Montek Biopharma
1535,SAF Fermion Ltd
1536,Rax Health Care Pvt Ltd
1537,Icon Pharma & Surgicals Pvt Ltd
1538,Sycon Healthcare Pvt Ltd
1539,Altius Life Sciences
1540,Emdok Pharmaceuticals
1541,Magnum Laboratories Pvt Ltd
1542,Godiva Bioadvances Pvt Ltd
1543,Le Phlox Healthcare Pvt Ltd
1544,Viaveta Healthcare Pvt Ltd
1545,Universal Twin Labs
1546,Medright Biogenics Pvt Ltd
1547,Taksa LIfe Sciences
1548,Inqor Pharmaceuticals Private Limited
1549,Chemo Biological
1550,Minii Life Sciences Pvt Ltd
1551,Windlas Biotech Ltd
1552,Total Healthcare
1553,Auspi Medicaments
1554,Sarp Pharmaceuticals
1555,Teknovations Life Science
1556,Clipwin Pharmaceuticals
1557,Ambrosia Pharmaceuticals
1558,Trikona Pharmaceuticals Pvt. Ltd.
1559,Vitabiotech Healthcare Private Limited
1560,Mediva Lifecare
1561,Steris Healthcare Pvt Ltd
1562,Dravya Healthcare
1563,Synthiko Formulations & Pharma Pvt Ltd
1564,Kinjal Biotech Pvt Ltd
1565,Stenhill Labs
1566,Cure N Cure Pharmaceutical
1567,Genera Hindustan Inc
1568,Endocare India
1569,NGS Biotech Pvt Ltd
1570,Kusum Healthcare Pvt Ltd
1571,Louis and Clark Pharmaceutical
1572,Dew Drops Lab
1573,Asvins Lifecare
1574,Starzol Pharma
1575,Ajapa Pharma Private Limited
1576,Suncruz Pharmaceuticals
1577,Homogreen Pharmaceutical
1578,Eryx Biotech
1579,Cutigen Incoporation
1580,Elite Pharma Pvt Ltd
1581,Decisive Pharma
1582,Elisa Biotech Pvt Ltd
1583,Volus Pharma Pvt Ltd
1584,Adoc Pharma
1585,CL Reddy Health Care
1586,Amon Biotech
1587,Surge Pharmaceuticals Pvt Ltd
1588,Demax Biotech Pvt Ltd
1589,Exmo Biogenics Pvt. Ltd.
1590,Modi Mundi Pharma Pvt Ltd
1591,Terra Pharma Private Limited
1592,Amideep Pharmaceuticals
1593,Foral Healthcare
1594,Emcee Pharmaceuticals Pvt Ltd
1595,Sarian Healthcare
1596,Tarks Pharmaceuticals Private Limited
1597,Intra Life
1598,Veritaz Healthcare Ltd
1599,Kniss Laboratories Pvt Ltd
1600,Zenstar Life Sciences
1601,Aarmac Labs
1602,Snu Biocare
1603,Medicot Lifesciences
1604,Mediaim Pharmaceutical
1605,Erika Remedies
1606,Pmed Healthcare
1607,Amvia Biotech
1608,Syncom Formulations I Limited
1609,Arjan Biotech
1610,Apotek Pharma Private Limited
1611,Delvin Formulations Pvt Ltd
1612,Unilight Pharma
1613,Oneiro Pharmaceuticals
1614,Bionucleus Pharmaceuticals Pvt Ltd
1615,Sanatra Health Care
1616,Dycott Healthcare
1617,Bini Laboratories Pvt Ltd
1618,RSM Multilink LLP
1619,Novah Pharmaceuticals
1620,Q'RAS Pharmaceuticals
1621,Aamorb Pharmaceuticals Pvt Ltd
1622,Foregen Healthcare Ltd
1623,Oracle Health Park Pvt Ltd
1624,Orn Remedies Pvt Ltd
1625,Humane Care Pharmaceuticals Pvt. Ltd.
1626,Alvonics Lifesciences Pvt Ltd
1627,Modgal Pharmaceuticals Pvt Ltd
1628,Cnscure India Pvt Ltd
1629,Dr Kumars Pharmaceuticals
1630,Frank Medilink
1631,Waylon
1632,Strides shasun Ltd
1633,Sunwin Healthcare
1634,Medlock Healthcare Pvt Ltd
1635,Medicraft Group
1636,Lundbeck India Pvt Ltd
1637,Lifeon Paediatrics Ltd
1638,American Biocare
1639,Morgen Healthcare
1640,Terrace Pharmaceuticals
1641,Rhine Biogenics Pvt Ltd
1642,Dr Derma Expert Skin Care & Cure
1643,Shakam Lifesciences
1644,Sunij Pharma Pvt Ltd
